'fixed acidity','volatile acidity','citric acid','residual sugar',chlorides,'free sulfur dioxide','total sulfur dioxide',density,pH,sulphates,alcohol,quality
0.18091694647825507,-0.03308225908278811,0.2644435852330511,2.8657267866752507,0.19450279866859735,0.6131166005431872,0.7709125234178611,2.4039271905992114,-1.2662619364277186,-0.34777377915248137,-1.4141944330925267,6
-0.6630622155651531,0.29797562519508225,0.08393995916075665,-0.9613858762521353,0.5604880045886753,-1.305090938631222,-0.14009667289499766,0.004370803290814103,0.7244089588379552,0.009718609718759479,-0.8445137985122456,6
1.50716991540361,0.07727036900983554,0.625450837377641,0.10058779461253217,0.6519843060686948,-0.31504833776701074,-0.9791840905515781,0.38144394986781804,0.4589861728025316,-0.4371468763702917,-0.35621611172914724,6
0.422053849919229,-0.4744927714532824,-0.09656366691153831,0.42118361977922414,1.3839547179088496,0.7368719256512136,1.154495342918012,0.5528408346755852,-0.0055037027594581475,-0.7946392652415325,-0.5189820073235129,6
0.422053849919229,-0.4744927714532824,-0.09656366691153831,0.42118361977922414,1.3839547179088496,0.7368719256512136,1.154495342918012,0.5528408346755852,-0.0055037027594581475,-0.7946392652415325,-0.5189820073235129,6
1.50716991540361,0.07727036900983554,0.625450837377641,0.10058779461253217,0.6519843060686948,-0.31504833776701074,-0.9791840905515781,0.38144394986781804,0.4589861728025316,-0.4371468763702917,-0.35621611172914724,6
-0.7836306672856396,0.5186808813803295,-1.5405926754898966,0.12062503368545036,0.19450279866859735,-0.31504833776701074,-0.044200968019959916,0.3128851959447264,-0.07185939926831256,-0.1690275847168612,-0.7631308507150628,6
0.18091694647825507,-0.03308225908278811,0.2644435852330511,2.8657267866752507,0.19450279866859735,0.6131166005431872,0.7709125234178611,2.4039271905992114,-1.2662619364277186,-0.34777377915248137,-1.4141944330925267,6
-0.6630622155651531,0.29797562519508225,0.08393995916075665,-0.9613858762521353,0.5604880045886753,-1.305090938631222,-0.14009667289499766,0.004370803290814103,0.7244089588379552,0.009718609718759479,-0.8445137985122456,6
1.50716991540361,-0.5848453995459061,0.8962062764860829,-0.9814231153250534,0.10300649718857846,-0.43880366287503714,-0.212018451551276,-0.06418795063231558,0.193563386767111,-0.34777377915248137,0.3762304184455009,6
1.50716991540361,-0.03308225908278811,0.715702650413788,-0.9914417348615125,-0.9034528190916354,-1.4907239262932614,-1.7942975819893991,-1.0925692594788041,-1.3326176329365729,0.6353302902434318,1.190059896417332,5
2.1100121740060445,-0.4744927714532824,0.625450837377641,-0.4404176603562607,-0.7204602161315965,-1.1194579509691822,-0.6914969759264648,0.2443264420216348,-0.3372821853037361,0.3672109985900008,-0.68174790291788,5
1.2660330119626373,-1.0262559119164003,0.35469539826919855,-1.0415348325438083,-0.26297870873149953,-1.1813356135231954,-1.5066104673642857,-0.6812167359402164,-0.07185939926831256,1.260941970768103,0.21346452285113532,5
-0.30135686040369275,-1.2469611681016473,0.625450837377641,-0.9814231153250534,0.10300649718857846,0.7987495882052268,0.12361651551135618,-0.955451751632621,2.3169456750504964,0.2778379013721905,1.5155916876060647,7
1.7483068188445852,1.6222071623065648,2.6109907241728836,2.575186820117936,-0.26297870873149953,0.36560595032713444,0.81886037585538,2.129692174906845,-1.3989733294454303,1.6184343596393445,-0.68174790291788,5
-0.30135686040369275,-1.1366085400090238,0.44494721130534604,-0.9814231153250534,-0.994949120571655,-0.43880366287503714,-0.6195751972701865,-0.8868929977095293,0.3926304762936772,0.5459571930256215,0.7017622096342336,7
-0.6630622155651531,2.2843229308623063,-2.6236144319236656,-1.0615720716167265,0.28599910014861685,-0.31504833776701074,-0.9312362381140592,-0.40698172024781176,0.3262747797848228,-1.1521316541127737,-0.7631308507150628,6
0.663190753360203,0.7393861375655768,0.8059544634499355,-1.0615720716167265,-0.9034528190916354,-1.1194579509691822,0.7948864496366205,-0.7840548668248538,-0.4699935783214479,0.3672109985900008,0.6203792618370508,6
-0.4219253121241792,0.4083282532877059,-1.7210963015621914,0.2208112290500416,0.10300649718857846,-0.06753768755095794,-0.11612274667623823,0.5185614577140394,0.193563386767111,0.09909170693656981,-0.8445137985122456,5
-0.5424937638446656,0.4083282532877059,0.44494721130534604,-0.7009017683041979,-0.4459713116915386,-0.9957026258611559,-0.8593144594577808,-0.955451751632621,-0.13821509577716992,-1.2415047513305841,0.3762304184455009,7
-0.060219956962718854,-0.14343488717541178,0.8059544634499355,-0.9413486371792169,0.5604880045886753,0.36560595032713444,-0.37983593508259206,-0.33842296632472013,1.8524557994885067,-0.07965448749905085,-0.03068432054041457,8
-0.30135686040369275,-0.03308225908278811,0.715702650413788,-1.02149759347089,0.8349769090287339,-1.1813356135231954,0.09964258929259673,0.38144394986781804,1.5206773169442258,-0.1690275847168612,-0.4375990595263301,6
0.18091694647825507,-0.2537875152680354,-0.09656366691153831,0.5213698151438154,0.28599910014861685,1.2937708886373325,2.568956989824819,0.5185614577140394,0.3926304762936772,0.09909170693656981,-0.11206726833759738,6
0.06034849475776865,-0.3641401433606591,0.17419177219690363,-1.0816093106896447,0.8349769090287339,-0.005660024996944744,0.1955382941676345,-0.33842296632472013,1.719744406470795,-0.4371468763702917,-0.4375990595263301,6
0.18091694647825507,0.07727036900983554,0.5351990243414935,0.4612580979250605,0.7434806075487137,-0.19129301265898432,0.0756686630738373,0.7242377194833143,1.2552545309088023,0.3672109985900008,-0.03068432054041457,6
0.663190753360203,-0.03308225908278811,1.3474653416668199,-1.0615720716167265,0.3774954016286364,-1.1194579509691822,-0.14009667289499766,-0.8868929977095293,-0.0055037027594581475,0.009718609718759479,0.8645281052285992,6
0.422053849919229,0.5186808813803295,0.2644435852330511,-0.8812369199604622,-0.9034528190916354,0.11809530011108164,-0.5716273448326676,-1.1611280134018958,-0.6027049713391597,1.9759267485105847,1.4342087398088819,7
1.9894437222855579,-0.3641401433606591,0.5351990243414935,0.8018911621646709,0.10300649718857846,-0.9338249633071427,0.09964258929259673,1.169869619983448,0.060851993749399216,0.3672109985900008,-0.4375990595263301,6
1.7483068188445852,-1.4676664242868944,0.08393995916075665,-1.0615720716167265,-0.07998610577146055,-1.7382345765093141,-2.17788040148955,-0.2013054584785369,1.8524557994885067,-0.7946392652415325,-0.27483316393196444,6
0.663190753360203,-0.2537875152680354,0.2644435852330511,-0.8712183004240032,0.6519843060686948,-0.2531706752129975,-0.9072623118952997,-0.6812167359402164,-0.0055037027594581475,-0.4371468763702917,0.21346452285113532,6
-0.7836306672856396,-1.6883716804721416,0.08393995916075665,-0.9814231153250534,0.19450279866859735,0.48936127543516084,-0.4997055661763893,-0.02990857367076977,1.5206773169442258,0.18846480415438013,-1.251428537498161,6
-1.2659044741675873,-0.03308225908278811,-1.179585423345307,1.7135855399824511,0.10300649718857846,-0.8100696381991163,0.986677859386696,0.7585170964448601,1.1888988343999478,-1.0627585568949636,-0.27483316393196444,5
0.5426223016397155,0.07727036900983554,0.8962062764860829,-0.9413486371792169,3.3968733504692774,-0.8719473007531295,-0.3558620088638326,-1.1954073903634417,-0.0055037027594581475,-0.6158930708059124,1.8411234787947974,5
-0.4219253121241792,1.2911492780286944,-0.9088299842368648,-0.1999707914812416,0.7434806075487137,-0.6244366505370768,0.2674600728239128,-0.2013054584785369,0.3262747797848228,-1.2415047513305841,-0.4375990595263301,5
0.18091694647825507,0.6290335094729532,-0.09656366691153831,-1.0415348325438083,0.9264732105087528,0.17997296266509485,0.0037468844175589677,-1.1611280134018958,-0.40363788181259347,-1.8671164318552556,0.5389963140398666,6
